"hgnc_symbol","BF_in_ptv","BF_in_misb","BF_in_misa","BF_cc_ptv","BF_cc_misb","BF_cc_misa","BF_dn_ptv","BF_dn_misb","BF_dn_misa"
"LSS",0.288461534070739,1,0.150851577129428,0.211209954641808,1,1.04810175770104,1,1,1
"LTA4H",0.858113115057306,1,0.72786330283454,0.766865689959184,1,0.975927859281638,1,1,1
"LTBP1",0.191589981483632,0.0541597707978995,0.565880423151827,0.663106083370273,1,1,1,1,1
"LTBP2",0.0934230107381716,0.566854740692328,0.370919999804893,0.367168277982243,1,0.930903654409727,1.92063960294425,1,1
"LTBP4",0.0715177804716939,0.00111875776909746,0.0235347201796691,0.462145420612742,0.779355542665723,1.0107675337607,1,1,1
"LUC7L2",1,0.511158663818755,0.814055488109695,1,1.33592747100647,1,1,1,1
"LURAP1",1,1,0.883684974087142,1,1,0.952806882035091,1,1,1
"LUZP1",0.643968505708043,1,1,2.50946429241932,1,1,1,1,1
"LVRN",0.761200782385538,1,1,1.333970443699,1,1,1,1,1
"LYAR",0.975828372202742,1,1,0.964055885032607,1,1,1,1,1
"LYN",0.565471555821275,0.419090095929295,0.687590122125936,1,2.09353860090921,0.959774390399675,1,1,1
"LYRM7",1,1,1,1,1,1,1,1,1
"LYST",0.0560490062987775,1,0.195297300517041,0.139110578476506,1,1.1083747386034,1,1,1
"LYVE1",1,1,1,1,1,1,1,1,1
"LYZ",1,1,1,1,1,1,1,1,1
"LYZL1",1,1,1,1,1,1,1,1,1
"LZTFL1",0.74852671164916,1,0.824130838119054,1,1,0.95364785923947,1,1,1
"LZTR1",1,0.812044940801639,0.523987407437245,1,1,1.03858703878284,1,1,1.69867300766494
"LZTS1",1,1,0.544151744242721,1,1,1.05972749345588,1,1,2.98116165486908
"M1AP",1,1,1,1,1,1,1,1,1
"MAB21L1",1,0.493586604061886,0.785945592882283,0.773770438701449,0.719544050772432,0.954549733293339,1,8.95793050516235,1
"MAB21L2",0.579782840274996,0.112726392398012,0.693238367415204,1,0.820702016146831,0.878516269034471,1,1,1
"MACF1",1,0.0722103828217893,0.096038464255048,0.274305762421247,3.88769747545693,1.06553017408381,1,1,1
"MACIR",0.923403013338314,1,0.564385217788734,1.1925102694889,1,1.12624163833826,1,1,1
"MACROD2",0.802871835659762,1,1,1,1,1,1,1,1
"MAD1L1",0.920451960880946,1,1,0.79758966890603,1,1,1,1,1
"MAD2L2",0.718811478828817,0.682457675625895,0.876067057148937,0.820936998163813,0.847238552236045,1.06182831510264,1,1,1
"MADD",0.145251752905344,1,0.389057173719677,5.92299285805654,1.73862477304271,1.04199615116513,1,1,1.21361258949933
"MAF",0.986952166397224,1,1,1,1,1,1,1,1
"MAF1",0.946313829882984,1.36771887768164,0.912146637437633,1.67516563489094,0.847539665301261,1.07172951834042,1,1,1.25048478249062
"MAFF",1,0.291435694765705,0.894695983466231,1,1,1.02811235908952,1,1,1
"MAG",0.679107208330609,1,0.456618602724363,1.31943295892147,1,1.17426843400533,1,1,1
"MAGEF1",1,1,0.696088707003524,1,1,1.16186387247106,1,1,1
"MAGEL2",1,1,1,9.27045765245852,1,1,1,1,1
"MAGI1",0.124995808056083,0.680211825959905,0.329972526602975,0.863696582016325,1,1.17692847903638,1,1,1
"MAGI2",0.288132564687819,0.0904178026006944,0.41474852038712,1,1.1001485040665,0.975046682943796,1,1,1
"MAK",1,1,1,1,1,1,1,1,1
"MALT1",0.356464267706783,1,0.707690632113951,1,1,1.06241787189309,1,1,1
"MAN1B1",0.76722733451869,1,1,1.08718646233143,1,1,1,1,1
"MAN2B1",0.96298926002654,0.263143133636655,0.484169605268786,0.950212903877173,1,0.949849436325899,1,1,1
"MAN2B2",0.69176178759882,1,1,0.951131615358398,1,1,1,1,1
"MAN2C1",0.912203783516844,1,1,1.07582317790136,1,1,1,1,1
"MANBA",0.745999194982964,1,1,0.985821414291617,1,1,1,1,1
"MANF",1,1,1,1,1,1,1,1,1
"MAP1A",0.0317744624334699,1,1,29.7435082085935,1,1.00740307409201,1,1,1
"MAP1B",1,1,0.379062787434574,0.425867731630877,1,0.999034058901257,20.5941359188367,1,1
"MAP2K1",0.676327799154957,0.42957859929055,0.850230090133361,1,0.844416647323891,0.998377875179718,1,9.66660627596127,1
"MAP2K2",0.511973966340721,1,0.813205537536268,1,1,0.933757506342385,1,1,1
"MAP2K4",0.787379291008799,0.823995044849022,0.73338195729389,1,0.953830408418155,1.1062050190142,1,1,1
"MAP3K1",0.556361256238915,0.040107585427929,0.578374262295854,1,1.09189445862358,1.01712042072961,1,3.77782032436579,1
"MAP3K20",0.475513315209117,1,0.550379770707483,1.27323122817152,1,1.00884935715798,1,1,1
"MAP3K7",1,0.365844715260785,0.636961117000959,1,1.31560554224679,0.912098045133462,1,1,1
"MAP3K8",1,0.493586604061886,0.741620888946819,0.623768668329714,0.719544050772432,1.01140458167813,1,1,1
"MAP6",1,0.273638919191803,0.678782473486773,1.12913151781267,1,1,1,1,1
"MAPK1",1,1.04728184943286,0.904964363295872,1,1.14400219420293,0.998497720594328,1,9.72638935542963,1
"MAPK10",0.81627114971316,0.33833814393119,0.644768957004803,0.674466062179468,2.42618256639294,1.01243702405307,1,1,1
"MAPK3",0.706430858257708,1,0.683817530423896,1.43219072502887,1,1.04759559007122,1,1,4.19401407093326
"MAPK6",0.853386487163555,1,0.775660090775486,1,1.33132018487402,1.03522661933599,1,1,1
"MAPK8IP3",0.0631761203383432,0.550236173188503,0.303691721281679,1,1,0.729634925625235,1,2.7528997513945,3.68180386242787
"MAPKAPK2",1,1.83667845417822,0.801415381372131,1,1.54498820074775,0.954377882661981,1,1,1
"MAPKAPK3",0.997507647205279,1,0.656820319735355,0.960175521695219,1,1.01968154173055,1,1,1
"MAPKAPK5",0.700739660024092,1,0.820127527157253,1,1,1.03765255240261,1,1,1
"MAPKBP1",0.166207373229129,0.0406453687182659,0.450645850719645,0.630843281564279,0.587119385478776,1.12811215724297,1,1,1
"MAPRE2",1,0.589790060869332,0.905971076077564,1,1,1,1,1,1
"MAPT",0.584268128758159,0.114468510084722,0.853131520910273,1,2.33373263773501,0.974344782478293,1,1,1
"MARCHF1",0.680432544400017,1,0.785738667895389,1,1,1.07109935378759,1,1,1
"MARCHF2",0.934432153474667,1,0.631319693219026,1.20032902773065,1,0.956671770461335,1,1,1
"MARCHF5",1,1.33176507944654,0.964360885824929,1,1.34472528704808,0.98130191585913,1,1,1
"MARCHF6",0.229715623647697,0.497101842420323,0.685380211521304,1,1.31980622774099,1.09489405302761,1,1,1
"MARK3",0.618486784890853,0.807965208074702,0.774888936898302,1.32689570204904,1,1.00727634787969,1,1,1
"MARS1",0.517595646580109,1,0.778576211313103,1.20887699624902,1,1.00342371384454,1,1,1
"MARS2",0.981661240960135,1,0.833555066778287,1.09165257918302,1,1.08137596291256,1,1,1
"MARVELD2",1,1,1,1.00008755727399,1,1,1,1,1
"MASP1",0.769027350700406,1,1,1.12810916745684,1,1,1,1,1
"MAST1",0.222611389243211,1,1,0.456846628099568,1,1,25.934496547753,1,1
"MAST2",0.28555636698055,0.00209401397025337,0.338287320687928,5.15951448386323,1.07595324290603,0.909422270792479,1,1,1
"MAT1A",0.964819350176947,1,0.533287297597019,0.762146218634849,1,1.06381527728825,1,1,1
"MATN1",0.82195039845272,1,0.790940374440589,0.85993366726601,1,0.993774747964494,1,1,1
"MATN3",1,1,0.823523175204771,1,1,0.975108199315507,1,1,1
"MATN4",0.965372515362614,1,0.559945268304201,0.954185163105234,1,1.01430730186018,1,1,1
"MATR3",1,1.22697397345985,0.704097847966293,1,1.49863727327426,1.00860719593702,1,1,1
"MAX",1,0.88068436799512,0.839314159569693,1,1.15029780885389,1,1,1,1
"MBD5",0.534811644030526,1,1,1.53306501531921,1,1,317492270.981378,1,1
"MBD6",0.302857149501241,1,1,1.59764801325139,1,1,4.81439825813081,1,1
"MBL2",1,1,1,1,1,1,1,1,1
"MBOAT2",0.492182367147792,1,0.743892653798791,1,1,1.02312043402121,1,1,1.08001003001234
"MBTPS1",0.580635967788199,1,1,1.8955813234987,1,1,1,1,1
"MC1R",1,1,1,1,1,1,1,1,1
"MC4R",1,1,1,1,1,1,1,1,1
"MC5R",1,1,0.861061229575252,1,1,1,1,1,1
"MCAT",1,1,0.675480397453571,0.988599179992675,1,1.056121007666,1,1,1
"MCC",0.47355077366528,1,1,1.32395286791125,1,1,1,1,1
"MCCC1",0.700773134746965,1,1,1.15570888624464,1,1,1,1,1
"MCCC2",0.723188600717265,1,1,1.27110198462885,1,1,1,1,1
"MCEE",0.999999999999999,1,1,1,1,1,1,1,1
"MCHR2",1,1,1,1,1,1,1,1,1
"MCM2",0.344926243340338,1,0.212741424803565,0.847363848889361,1,1.08364336693835,1,1,1
"MCM3",0.602287033971747,1,1,0.783415328979156,1,1,1,1,1
"MCM3AP",0.117200021167463,0.23157669185188,0.517503449780668,7.80824242726845,0.494991026880216,0.949581309750748,1.70177413631523,1,1
"MCM4",0.48043562688834,1,1,0.82514029319321,1,1,1,1,1
"MCOLN1",0.679766124898452,0.853233421287647,0.694515226410487,1.39294735439435,2.39643158816149,0.967408014896714,1,6.56671995705591,1
"MCOLN3",0.715587965397252,1,1,1,1,1,1,1,1
"MCPH1",1,1,1,1,1,1,1,1,1
"MCTP2",0.999999999999999,1,1,1,1,1,1,1,1
"MDC1",0.534213225519026,1,0.600922849970753,1,1,0.940393653963109,1.76463058312559,1,1
"MDGA1",0.474934664929505,0.0845754540770911,0.182905947656669,0.554561270547427,1.72025806023569,1.07323571189111,1,1,1
"MDGA2",1,0.355811221686012,0.611414416131812,1.53280140679874,0.827477557196885,0.97364623268226,1,1,1
"MDH1",1.00243799776037,1,0.83130421123029,1,1,0.938296601886869,1,1,1
"MDH2",1.00596933526043,1,1,1,1,1,1,1,1
"MDK",0.929534707499631,1,1,1,1,1,1,1,1
"MDM2",1,1,0.634703848516593,1,1,0.957697278048714,1,1,1.12204538118001
"ME1",1,1,1,1.02079170050404,1,1,1,1,1
"ME3",0.978152928554738,1,0.604197118477514,1.22536442842383,1,1.11378287976368,1,1,1
"MEAK7",1,1,1,1,1,1,1,1,1
"MECOM",0.673912227434669,0.988441801972342,0.288234521939848,1,0.708479328716825,1.12265143095087,1,1,1
"MECR",0.730034701456622,1,1,1,1,1,1,1,1
"MED1",0.346624360788251,1,0.782356660080232,1.47452996626372,1,0.969145586471923,1,1,1
"MED11",1,1.12152546160143,0.821492073605903,1,1,0.968662926204745,1,1,1
"MED12L",0.209312085402206,1,0.274203566665567,0.229652422737239,1,1.19635635478126,1,1,1
"MED13",1,0.466727276841414,0.667481577914588,1.2127455426759,1.28319578717133,0.940055080308561,1309253245.17642,1,1
"MED13L",0.220541719689104,0.129740723401861,0.415312632296527,1,1.96978571881275,1.02871108051042,37805916.164212,1,1.00602684469603
"MED17",0.74263528401788,1,0.801728618755579,2.84802078584374,1,0.979857129539686,1,1,1
"MED20",0.869031181036436,1,0.979955551370705,1,1,0.967558976976415,1,1,1
"MED25",0.938623576247503,1,0.650615862052281,0.742639747076168,1.31811376490015,1.15920330387024,1.58477083619459,1,1
"MED27",0.958503430035438,1,0.869561758588228,1,1,0.984454872599059,1,1,1
"MED8",0.977616274983045,1,1.0439775413827,0.981023444292476,1,0.985956737985034,1,1,1
"MEF2C",0.836476016002528,2.52165997260693,0.892861543828006,3.20132424898638,2.39045531244708,1,1.97731134383595,249.721990233613,1
"MEFV",1,1,1,0.978004190919665,1,1,1,1,1
"MEGF10",1.22784203413367,1,0.587329059935532,0.534846201801159,1,0.969328739796529,1,1,1
"MEGF11",0.999999999999999,1,1,0.984965895687363,1,1,1,1,1
"MEGF6",0.472376593025636,1,1,0.728113201406005,1,1,1,1,1
"MEGF8",0.0422341144788736,1,0.0881433316223869,1,1,1.13265009933045,1,1,1
"MEN1",1,0.144298723228252,0.548370421909251,1,0.608195004664933,0.957076564277793,5.3430218018406,1,1
"MEOX1",1,1,1,1,1,1,1,1,1
"MEPE",1,1,1,1,1,1,1,1,1
"MERTK",0.529803104242541,1,1,1.04962438662029,1,1,1.17482646058602,1,1
"MESD",0.718351435485054,1,1,0.791709084293183,1,1,1,1,1
"MESP2",1,1,0.735863563915795,1,1,1.07977392712456,1,1,1
"MEST",1,0.332820470905669,0.713888756942141,1,0.616657906307516,1.07563126909608,2.98924463326513,1,1.14446261117741
"MET",0.122813892996218,0.13889260337501,0.486867060420554,1.34841240249618,1.49174459661679,0.98432786158687,1,1,1
"METTL13",1.0383706475827,1,0.775538695327087,1.28122788176634,1,0.972478237706477,1,1,1
"METTL21C",1,1,1,1,1,1,1,1,1
"METTL24",1,1,1,1,1,1,1,1,1
"METTL27",0.969229661749589,1,1,1.04469039477722,1,1,1,1,1
"METTL4",0.734233917763854,1,1,0.873798335894579,1,1,1,1,1
"METTL5",1,1,1,1,1,1,1,1,1
"METTL8",1,1,1,1,1,1,1,1,1
"MFF",0.848091766260966,1,0.820787649998172,1,1,1.02805065727146,1,1,1
"MFGE8",0.821543184253377,1,1,0.995393338365314,1,1,1,1,1
"MFHAS1",0.822825364959534,1,0.690380391347082,1.08106217337678,1,1,1,1,1
"MFN1",0.543458271172923,1,1,0.827461783608186,1,1,1,1,1
"MFN2",0.323543346922521,1.264124316501,0.545883849297667,0.682967215941783,1,0.967291901046626,1,1,1
"MFRP",1,1,1,1,1,1,1,1,1
"MFSD4B",1,1,1,0.971809293830786,1,1,1,1,1
"MFSD6",0.962447056114099,1,0.650029202418436,0.681942207625016,1,1.03169122335317,1,1,1
"MFSD8",0.967446350984416,1,1,1.05785738476087,1,1,1,1,1
"MGAT1",1,1.60172618606065,0.667540193851547,1.74364461664192,0.610299778890291,1.28278604641359,1,1,1
"MGAT2",0.792166269557875,1,0.706100195503858,1.13323304732678,1,0.926831529041075,1,1,1
"MGLL",1,1,0.778370883258556,1.28076533346236,1,0.998737454584053,1,1,1
"MGME1",1.00359487413677,1,1,1.37360930438527,1,1,1,1,1
"MGMT",1,1,1,1,1,1,1,1,1
"MGP",1,1,0.950756001827337,1,1,0.982999537626687,1,1,1
"MGST2",0.924875149855232,1,1,1,1,1,1,1,1
"MIA3",0.0804871168835644,0.492405471088524,0.65996624600009,4.0237726786977,2.02144996922303,1,1,1,1
"MICAL1",0.368539094748501,1,1,1.45279042866404,1,1,1,1,1
"MICALL2",1,1,1,1,1,1,1,1,1
"MICB",0.997766159794599,1,0.827474465333224,1,1,1.00909460110369,1,1,1
"MICOS13",1,1,1,1,1,1,1,1,1
"MICU1",1,1,0.857918365327729,1,1,0.977627918782575,1,1,1
"MIDEAS",0.474376602382905,1,0.352938674272207,1,1,1.0109646890798,1,1,1.94988014379255
"MIDN",0.906169943604336,1,0.811661198081752,1,1,1,2.15064179156399,1,1
"MIEF1",0.840653975032116,1,0.50907293248259,1,1,1.03702072962996,1,1,1
"MIF",1,0.212854435666199,1.03672393072975,1,1,1,1,1,1
"MINAR1",0.733597160946799,1,1,0.447153719366207,1,1,1,1,1
"MINPP1",0.562926503683047,1,0.855763839224041,2.66666498639156,1,1.04993069061002,1,1,1
"MIOX",1,1,1,1,1,1,1,1,1
"MIP",0.951953926155166,1,0.859834282426623,1,1,1.01496791844556,1,1,1
"MITD1",0.956168451911689,1,0.896537674686242,1.04712630195306,1,1.05137152466753,1,1,1
"MITF",0.447787098760486,1,0.736682163283263,1,1,0.980445381659504,1,1,1
"MKKS",1,1,1,1,1,1,1,1,1
"MKLN1",0.273659633052463,0.97042785377683,0.629948360840389,1,1,0.919741544799328,1,1,1
"MKRN1",1,0.484021477189198,0.855093079854525,1,1.31768491758214,1.04553215790379,1,1,1
"MKRN3",1,1,1,1,1,1,1,1,1
"MKS1",0.902522861750097,1,0.790750523544049,1.10186401081984,1,0.95083322163628,1,1,1
"MLC1",1,1,1.00118788031308,1.00798618220336,1,1.06785153780698,1,1,1
"MLH1",1,1,1,1,1,1,1,1,1
"MLIP",1,1,1,1,1,1,1,1,1
"MLKL",1,1,1,1,1,1,1,1,1
"MLLT10",0.399196879679871,1.23453056569505,1,1,1,1,1,1,1
"MLX",0.959682983488578,1,0.772357363136979,1.39327084130324,1,0.978919594318527,1,1,1.12835060469931
"MLXIPL",0.35963795427283,0.0608512621927038,0.696935538573147,1,1,0.989724332473829,1,1,1
"MMAA",1,1,1,1,1,1,1,1,1
"MMAB",0.993656152386759,1,0.858066699327665,1,1,0.979566071922903,1,1,1
"MMACHC",1,1,1,1,1,1,1,1,1
"MMADHC",0.980819108310748,1,1,1.04964150689489,1,1,1,1,1
"MME",0.530081677645312,1,1,2.14949760712029,1,1,1,1,1
"MMP1",0.999999999999998,1,1,1,1,1,1,1,1
"MMP11",0.894067314355392,1,0.678926575892417,0.984288928142837,1,1.00402017047841,1,1,1
"MMP19",1,1,1,1,1,1,1,1,1
"MMP2",1,1,0.479376866956898,1.5498992622369,1,1.19795138435609,1,1,1
"MMS22L",0.477050635147302,1,1,0.69289145145685,1,1,1,1,1
"MMUT",1,1,1,1,1,1,1,1,1
"MOB3C",1,1,0.734974818977286,1,1,1.08054546122139,1,1,1
"MOCOS",1,0.26699514780112,0.668256466250103,1.02251807119396,1,1,1,1,1
"MOCS1",0.985826315072915,1,1,0.976406364903121,1,1,1,1,1
"MOCS2",1,1,1,1,1,1,1,1,1
"MOG",0.922860279438894,1,1.08513228504627,1,1,1,1,1,1
"MOGAT2",0.860838439020355,1,1,1.1277842438533,1,1,1,1,1
"MOGS",0.728361955767108,1,0.639856776208649,1.04945444521241,1,0.991745986128359,1,1,1
"MOK",1,1,1,1,1,1,1,1,1
"MON2",0.27527998974106,1,0.447303879670132,0.565525915796843,1,0.954369300949487,1,1,1
"MORC2",0.121885635312231,1.45832208484375,0.740131223012653,0.594032157079818,1.11920660401209,1.09806576129567,1,1,1
"MOXD1",1,1,1,1,1,1,1,1,1
"MPC1",1,1,0.973097325493329,1,1,1,1,1,1
"MPDU1",1,1,0.742047332679607,1,1,0.986560493876629,1,1,1
"MPEG1",1,1,1,1,1,1,1,1,1
"MPHOSPH8",0.905437843516408,1,0.816111685853802,1.72595983483698,1,1.05619064657969,2.24331171941182,1,1
"MPI",1,1,1,0.997098246450836,1,1,1,1,1
"MPL",0.261104869630749,1,0.762846965862617,1.43672435172742,1,0.974523149422846,1,1,1
"MPLKIP",1,1,0.794741062728949,1,1,1,1,1,1
"MPP4",0.975155395911199,1,1,0.961894721739513,1,1,1,1,1
"MPPED1",0.866100409145247,0.75966052296821,0.865203249212737,1,1.14129532035616,0.968630955469285,1,1,1
"MPST",1,0.728249491057033,0.802797451574273,1,1,1.0091005747051,1,1,1
"MPV17",1,1,0.819904627554405,1,1,1.00220202785568,1,1,1
"MPZ",0.678106082557592,1,0.757379254919292,1,1,1.09852066172935,1,1,1
"MPZL1",0.750324273705185,1,0.9009123243477,1.32530733217475,1,0.966502689624142,1,1,1
"MPZL2",1,1,1,1,1,1,1,1,1
"MPZL3",1,1,1,1,1,1,1,1,1
"MRAP",1,1,1,1,1,1,1,1,1
"MRAS",1,1.09061831385545,0.873010755078597,1,0.724275494415345,1.00086161074456,1,11.0081590985237,1
"MRE11",0.445534352703102,1,1,1.34735424140879,1,1,1,1,1
"MREG",1,1,1,1,1,1,1,1,1
"MRGPRF",1.00241816071211,1,0.8454910471315,1,1,0.976337947600791,1,1,1
"MROH1",0.0825514837375824,1,0.516584171167467,1,1,1,1,1,1
"MROH2B",0.481936552592933,1,1,0.919825065473414,1,1,1,1,1
"MRPL12",1,1,0.966039146561454,1,1,1,1,1,1
"MRPL39",0.856600338486904,1,1,1.16505853051565,1,1,1,1,1
"MRPL43",1,1.26687420088208,0.698876884492146,1,0.720965922288226,0.989071224882455,1,1,1
"MRPL49",1,1,0.891723279187863,1,1,0.981861570976384,1,1,1
"MRPS2",1,1,0.803321168204938,1,1,1,1,1,1
"MRPS22",0.725146031171338,1,0.793989480333512,1,1,0.950721946809183,1,1,1
"MRPS28",1,1,1,1,1,1,1,1,1
"MRPS34",1,0.0955160725663976,0.801593988304617,1,1,1,1,1,1
"MRPS7",0.999586305246861,1,1,0.97726202668088,1,1,1,1,1
"MRPS9",0.93593257027693,1,1,1,1,1,1,1,1
"MRTFA",0.488429065833304,0.950506429714472,0.769806231626014,0.565514891283812,1,1.00155856916583,1,5.66478749007377,1
"MSH2",0.289113871146285,1,1,1,1,1,3.11288480477599,1,1
"MSH4",0.866034948640416,1,1,0.898826646927679,1,1,1,1,1
"MSI2",0.565368136390063,0.613286102094438,0.781261363013194,1,1.3381710452863,0.983687086635546,1,1,1
"MSLN",1,1,1,1,1,1,1,1,1
"MSMO1",0.86379288092754,1,0.95209710758987,0.952630727711074,1,1.08814652334923,1,1,1
"MSRB3",1,1,0.857122073777255,1,1,0.987093526684185,1,1,1
"MST1",1,1,1,0.994533386559786,1.31214245827716,1.10906341494471,1,1,1
"MSTO1",1,0.353632137250615,0.793322907878166,0.951705289334449,1,1.06541894314225,1,1,1
"MSX1",1.00638264420673,1.17394854967692,0.599050014181755,1,1,0.975986432779737,1,1,1
"MSX2",1,1,0.864244634910639,1.25913334142587,1,0.950779007492115,1,1,5.12219022905824
"MT1E",1,1,1,1,1,1,1,1,1
"MTA1",1,0.210495637968805,0.506716773761902,1,1.11998017927738,0.94383999067278,1,5.30801089528821,1
"MTAP",1,1,1,1,1,1,1,1,1
"MTCL1",0.231620481808966,1,1,0.510117066246625,1,1,1,1,1
"MTF1",1,0.405487853472963,0.830784798605429,0.594629568289936,1.1207214698457,1.05796702594774,1,1,1
"MTFMT",1.0139959625588,1,1,0.949897221493781,1,1,1,1,1
"MTHFD1",0.538390502962142,1,0.692712596169139,1.72042169136688,1,1.12776370959491,1,1,1
"MTHFD1L",0.422938238244276,1,1,0.385259796078361,1,1,1,1,1
"MTHFR",0.651928188866742,1,0.662042742121896,0.918575880863544,1,1.07343539958645,1,1,1
"MTHFS",1,1,0.898843910745816,1,1,1,1,1,1
"MTIF2",0.567654234016203,1,1,0.966615512955125,1,1,1,1,1
"MTIF3",1,1,1,1,1,1,1,1,1
"MTMR10",0.802179998253303,1,1,1.31951370456445,1,1,1,1,1
"MTMR14",0.332769084458265,1,0.717478527390035,1.05510550921394,1,1,1,1,1
"MTMR2",0.237694929071137,1,0.770891256155309,0.59302903147225,1,1.03535088807881,1.47597727417815,1,1
"MTMR3",0.584754569734517,0.117926142831756,0.440345456617816,8.50580259165725,0.932880398397065,0.975687751509566,1,1,1
"MTNR1A",1,1,0.80878813481111,1,1,0.963531554152764,1,1,1
"MTNR1B",1,1,1,1,1,1,1,1,1
"MTOR",0.0685650854444469,0.00560500994880867,0.191339265073891,3.74048240776461,1.03107926821903,1.30387126264687,1,19.9881018094129,1
"MTPAP",1,1,0.772314961710932,1,1,0.97726722512491,1,1,1
"MTR",0.471016482006074,1,0.358003092175355,0.419059008082888,1,0.985545826330699,1,1,9.56070088738161
"MTRFR",0.942782342809186,1,1,1.18876671995487,1,1,1,1,1
"MTRR",0.973445955586891,1,1,0.956156050568623,1,1,1,1,1
"MTSS2",1,0.863778261543095,0.48140976912608,0.58399112007462,1,0.966079265653124,3.84697973858242,1,1
"MTTP",0.606054182271496,1,0.827539504740133,1,1,1,1,1,1
"MUC13",0.798758222278098,1,0.919644467866963,1.36426802303474,1,1,1,1,1.06583651193443
"MUL1",1,1,0.566194946830531,0.993771220018606,1,1.03280945353456,1,1,1
"MUSK",1.10279630610644,1,1,0.299727852914874,1,1,1,1,1
"MUSTN1",1,1,1,1,1,1,1,1,1
"MUTYH",1,1,1,1,1,1,1,1,1
"MVB12B",0.582993262986721,1,0.770722643427809,1,1,0.975043906494935,1,1,1
"MVK",0.829380726782467,1,0.874252361453195,1.49077800300319,1,1.06451781992398,1,1,4.77979347458413
"MXD3",1,1,0.880339073421023,1,1,1,1,1,1
"MYADM",1,1,0.727342273171863,1,1,1.01858057824882,1,1,1.0440099245883
"MYBL2",0.499711582885436,0.12417136155248,0.878963919388704,1,0.609036041888267,0.973520689090664,21.2327562955151,1,1
"MYBPC1",0.374422767190705,0.501694451492793,0.684407141747085,1.0013463183264,1.31266062670008,1,2.15828551677666,1,1
"MYBPC3",0.613495620666068,1,0.594602512200421,0.516124056757035,1,1,1,1,1
"MYCBP2",0.0200661375358687,0.145803985344459,0.114702251534611,1.91640399950149,0.75014468067697,1.16568356727791,1,1,1.64491856613336
"MYCL",0.973157301987014,0.622809652234364,0.641964122901386,1,1,1.03541302804407,1,1,1
"MYCN",1,0.433962372261263,0.572982722060865,1,1.13053172213144,0.987703913430632,1,1,1
"MYD88",0.216104578006476,1,0.912025278936009,0.780622542246672,1,1.05897717204784,1,1,1
"MYEOV",1,1,1,1,1,1,1,1,1
"MYF5",1,1,1,1,1,1,1,1,1
"MYF6",1,1,0.827582601488647,1,1,1.10052353426309,1,1,1.21956473208413
"MYH1",0.836957016992137,1,0.620907120117675,1.27002645216386,1.73982647888971,1,1,1,1
"MYH10",0.391806519942721,0.262787391184267,0.360223334870505,0.369562187701658,0.351571474164677,1.25096438005248,1,438.528138069768,1.08626049958713
"MYH11",0.0851354738732809,0.358211779295348,0.330460036758509,1,1,0.838287937357833,1.52970704685214,2.25775447194619,1
"MYH14",0.0636839037604624,1,0.13157463091157,1,1,1.0572528826071,1,1,1.74710704043563
"MYH2",0.297006965618672,0.667030122157439,0.191512278105866,1.25764217786671,1.09559710494373,1.28190506575389,3.78206887603665,1,4.44543870436953
"MYH3",0.487969683104435,0.0778000175002559,0.398616135697484,0.303233065684356,0.796307399972443,1.01680313198502,1,1,1
"MYH6",0.790484619666673,0.202981345552033,0.151728928181661,1.15177807467529,1,1.00731272405577,1,2.22232268467699,1
"MYH7",0.287323854436915,0.399078979732795,0.268487008907611,0.601893207396054,0.48544463251332,0.86953590057103,1,2.29850758589831,1
"MYH7B",0.275512571958357,1,1,1.04594344792755,1,1,1,1,1
"MYH8",0.685057945894781,1,1,1.48866691366655,1.09592157950911,0.939942249514327,1,1,1
"MYH9",0.272844858317113,0.0320041803879143,0.100878689301742,1,1.92551423234345,1.12003399058188,1,2.07561875104395,2.4947419129099
"MYL1",1,1,1,1,1,1,1,1,1
"MYL11",1,1,0.734982413006817,0.735987630064315,1,1.02144240665644,1,1,1
"MYL2",1,1,1.06328524811287,1,1,1,1,1,1
"MYL3",0.926726114113723,1,1.0536650325495,1,1,1,1,1,1
"MYL5",1,1,1,1,1,1,1,1,1
"MYL9",1,1,0.669815153906826,1,1,1.02130754816184,1,1,1
"MYLK2",0.779111666453916,1,1,1,1,1,1,1,1
"MYMK",1,1,0.82150162578631,1,1,0.980842648041668,1,1,1
"MYO18A",1.15043525692627,0.102918030988105,0.537071239763732,1.19449687724388,8.24098101209897,0.923173297859323,12.045099829104,1,1
"MYO18B",0.165342807315543,1,1,0.777951198841272,1,1,1,1,1
"MYO1A",0.999999999999998,1,1,1,1,1,1,1,1
"MYO1C",0.345242250981668,1,1,0.688163068018532,1,1,1,1,1
"MYO1D",0.324828642731939,1,0.355086217729328,0.85433272952222,1,1.20019646966434,1,1,2.12690392720823
"MYO1F",0.354357732656875,1,0.152302371156612,0.946521219117534,1.29132764183735,1.10810885362123,1,1,1
"MYO1H",0.633352468742856,1,1,1.19623346600901,1,1,1,1,1
"MYO3A",0.681981454856729,1,1,0.922151501882175,1,1,1,1,1
"MYO3B",0.771441623192714,1,1,1.13240370187398,1,1,1,1,1
"MYO5A",0.13831122446966,0.138300870414101,0.219041653715558,1.29757059242416,0.675455476459112,1.22137497787756,1.39635535018219,1,4.55106800384552
"MYO6",0.26776594628494,1,0.575480474181848,0.266552836233259,1,1.02416475922443,1,1,1
"MYO7A",0.379407384371156,1,1,1.23595160015817,1,1,1,1,1
